,addr_pct_cd,boro_nm,cmplnt_fr_dt,cmplnt_fr_tm,cmplnt_num,cmplnt_to_dt,cmplnt_to_tm,crm_atpt_cptd_cd,hadevelopt,housing_psa,juris_desc,jurisdiction_code,ky_cd,lat_lon.latitude,lat_lon.longitude,latitude,law_cat_cd,loc_of_occur_desc,longitude,ofns_desc,parks_nm,patrol_boro,pd_cd,pd_desc,prem_typ_desc,rpt_dt,station_name,susp_age_group,susp_race,susp_sex,transit_district,vic_age_group,vic_race,vic_sex,x_coord_cd,y_coord_cd
5416,25,MANHATTAN,2018-01-05T00:00:00.000,12:21:00,732383942,2018-01-05T00:00:00.000,12:31:00,COMPLETED,LINCOLN,645,N.Y. HOUSING POLICE,2.0,126,40.811130194,-73.936714506,40.811130194000036,FELONY,FRONT OF,-73.93671450599999,MISCELLANEOUS PENAL LAW,,PATROL BORO MAN NORTH,198.0,CRIMINAL CONTEMPT 1,RESIDENCE - PUBLIC HOUSING,2018-01-05T00:00:00.000,,18-24,BLACK,F,,45-64,BLACK,F,1001769.0,234797.0
5417,20,MANHATTAN,2018-01-05T00:00:00.000,20:00:00,490041465,2018-01-05T00:00:00.000,21:15:00,COMPLETED,,,N.Y. POLICE DEPT,0.0,341,40.770173111999995,-73.984087455,40.77017311200007,MISDEMEANOR,INSIDE,-73.98408745499995,PETIT LARCENY,,PATROL BORO MAN NORTH,338.0,"LARCENY,PETIT FROM BUILDING,UN",OTHER,2018-01-06T00:00:00.000,,,,,,45-64,ASIAN / PACIFIC ISLANDER,F,988658.0,219869.0
5418,75,BROOKLYN,2018-01-05T00:00:00.000,20:00:00,405994415,2018-01-06T00:00:00.000,00:05:00,COMPLETED,,,N.Y. POLICE DEPT,0.0,578,40.656824186,-73.89682992,40.656824186000044,VIOLATION,INSIDE,-73.89682991999997,HARRASSMENT 2,,PATROL BORO BKLYN NORTH,638.0,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,2018-01-08T00:00:00.000,,25-44,WHITE,M,,45-64,UNKNOWN,M,1012876.0,178589.0
5419,47,BRONX,2018-01-05T00:00:00.000,11:30:00,422907097,,,COMPLETED,,,N.Y. POLICE DEPT,0.0,341,40.892407663,-73.857929899,40.89240766300003,MISDEMEANOR,INSIDE,-73.85792989899994,PETIT LARCENY,,PATROL BORO BRONX,333.0,"LARCENY,PETIT FROM STORE-SHOPL",CHAIN STORE,2018-01-05T00:00:00.000,,45-64,BLACK,M,,UNKNOWN,UNKNOWN,D,1023530.0,264435.0
5420,34,MANHATTAN,2018-01-05T00:00:00.000,02:00:00,931666942,2018-01-05T00:00:00.000,02:00:00,COMPLETED,,,N.Y. POLICE DEPT,0.0,578,40.85192304,-73.933447777,40.85192304000003,VIOLATION,INSIDE,-73.93344777699998,HARRASSMENT 2,,PATROL BORO MAN NORTH,637.0,"HARASSMENT,SUBD 1,CIVILIAN",RESIDENCE - APT. HOUSE,2018-01-07T00:00:00.000,,25-44,UNKNOWN,M,,25-44,WHITE HISPANIC,F,1002662.0,249660.0
5421,24,MANHATTAN,2018-01-05T00:00:00.000,14:00:00,586130057,2018-01-05T00:00:00.000,15:00:00,COMPLETED,,,N.Y. POLICE DEPT,0.0,109,40.799409497,-73.968275062,40.799409497000056,FELONY,INSIDE,-73.96827506199999,GRAND LARCENY,,PATROL BORO MAN NORTH,438.0,"LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED",SOCIAL CLUB/POLICY,2018-01-05T00:00:00.000,,UNKNOWN,UNKNOWN,U,,25-44,WHITE,F,993034.0,230522.0
5422,106,QUEENS,2018-01-05T00:00:00.000,09:00:00,609631082,2018-05-03T00:00:00.000,22:00:00,COMPLETED,,,N.Y. POLICE DEPT,0.0,578,40.663881131,-73.849610821,40.66388113100004,VIOLATION,INSIDE,-73.84961082099994,HARRASSMENT 2,,PATROL BORO QUEENS SOUTH,638.0,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,2018-05-04T00:00:00.000,,45-64,WHITE,F,,65+,WHITE,F,1025973.0,181179.0
5423,42,BRONX,2018-01-05T00:00:00.000,15:50:00,890926715,2018-01-05T00:00:00.000,15:53:00,COMPLETED,,,N.Y. POLICE DEPT,0.0,341,40.825111907,-73.908286729,40.825111907000064,MISDEMEANOR,INSIDE,-73.90828672899994,PETIT LARCENY,,PATROL BORO BRONX,339.0,"LARCENY,PETIT FROM OPEN AREAS,",GROCERY/BODEGA,2018-01-05T00:00:00.000,,,,,,25-44,WHITE,F,1009633.0,239898.0
5424,19,MANHATTAN,2018-01-05T00:00:00.000,18:10:00,421195929,,,COMPLETED,,,N.Y. POLICE DEPT,0.0,341,40.779168082,-73.95478414600001,40.77916808200007,MISDEMEANOR,INSIDE,-73.95478414599995,PETIT LARCENY,,PATROL BORO MAN NORTH,333.0,"LARCENY,PETIT FROM STORE-SHOPL",CHAIN STORE,2018-01-05T00:00:00.000,,25-44,ASIAN / PACIFIC ISLANDER,M,,UNKNOWN,UNKNOWN,D,996773.0,223149.0
5425,19,MANHATTAN,2018-01-05T00:00:00.000,17:00:00,848789585,2018-01-05T00:00:00.000,17:30:00,ATTEMPTED,,,N.Y. POLICE DEPT,0.0,109,40.764535539,-73.970728388,40.76453553900007,FELONY,INSIDE,-73.97072838799994,GRAND LARCENY,,PATROL BORO MAN NORTH,424.0,"LARCENY,GRAND BY CREDIT CARD ACCT COMPROMISE-EXISTING ACCT",DEPARTMENT STORE,2018-01-05T00:00:00.000,,18-24,ASIAN / PACIFIC ISLANDER,M,,UNKNOWN,UNKNOWN,D,992359.0,217816.0
5426,25,MANHATTAN,2018-01-05T00:00:00.000,10:15:00,234188736,2018-01-05T00:00:00.000,10:45:00,COMPLETED,,,N.Y. TRANSIT POLICE,1.0,578,40.804384045999996,-73.937421669,40.804384046000045,VIOLATION,,-73.93742166899995,HARRASSMENT 2,,PATROL BORO MAN NORTH,637.0,"HARASSMENT,SUBD 1,CIVILIAN",TRANSIT - NYC SUBWAY,2018-01-05T00:00:00.000,125 STREET,25-44,WHITE HISPANIC,M,4.0,25-44,BLACK,F,1001575.0,232339.0
5427,75,BROOKLYN,2018-01-05T00:00:00.000,18:00:00,104672674,2019-01-05T00:00:00.000,18:38:00,COMPLETED,,,N.Y. POLICE DEPT,0.0,109,40.65170090400005,-73.86844675099995,40.65170090400005,FELONY,INSIDE,-73.86844675099995,GRAND LARCENY,,PATROL BORO BKLYN NORTH,433.0,"LARCENY,GRAND FROM STORE-SHOPL",DEPARTMENT STORE,2019-01-05T00:00:00.000,,UNKNOWN,WHITE,M,,UNKNOWN,UNKNOWN,D,1020754.0,176733.0
5428,103,QUEENS,2018-01-05T00:00:00.000,15:00:00,125314846,2019-01-05T00:00:00.000,15:05:00,COMPLETED,,,N.Y. POLICE DEPT,0.0,341,40.69836639900007,-73.77966317099998,40.69836639900007,MISDEMEANOR,FRONT OF,-73.77966317099998,PETIT LARCENY,,PATROL BORO QUEENS SOUTH,339.0,"LARCENY,PETIT FROM OPEN AREAS,",RESIDENCE-HOUSE,2019-01-06T00:00:00.000,,UNKNOWN,BLACK,U,,18-24,BLACK,F,1045347.0,193784.0
5429,62,BROOKLYN,2018-01-05T00:00:00.000,13:20:00,835117196,,,COMPLETED,,,N.Y. POLICE DEPT,0.0,341,40.60824600400008,-73.98908170399994,40.60824600400008,MISDEMEANOR,INSIDE,-73.98908170399994,PETIT LARCENY,,PATROL BORO BKLYN SOUTH,313.0,"LARCENY,PETIT BY FALSE PROMISE",RESIDENCE - APT. HOUSE,2019-01-05T00:00:00.000,,,,,,45-64,UNKNOWN,M,987282.0,160874.0
5430,115,QUEENS,2018-01-05T00:00:00.000,18:10:00,276667265,2019-01-05T00:00:00.000,18:10:00,COMPLETED,,,N.Y. POLICE DEPT,0.0,348,40.74877920000005,-73.89360895699998,40.74877920000005,MISDEMEANOR,,-73.89360895699998,VEHICLE AND TRAFFIC LAWS,,PATROL BORO QUEENS NORTH,916.0,LEAVING SCENE-ACCIDENT-PERSONA,STREET,2019-01-05T00:00:00.000,,UNKNOWN,UNKNOWN,U,,25-44,ASIAN / PACIFIC ISLANDER,M,1013729.0,212092.0
5431,5,MANHATTAN,2018-01-05T00:00:00.000,10:00:00,934045547,2018-10-02T00:00:00.000,13:00:00,COMPLETED,,,N.Y. POLICE DEPT,0.0,109,40.71644564300004,-73.99593597199998,40.71644564300004,FELONY,INSIDE,-73.99593597199998,GRAND LARCENY,,PATROL BORO MAN SOUTH,438.0,"LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED",COMMERCIAL BUILDING,2019-01-05T00:00:00.000,,,,,,45-64,ASIAN / PACIFIC ISLANDER,M,985377.0,200294.0
5432,71,BROOKLYN,2018-01-05T00:00:00.000,07:30:00,353235897,2019-01-05T00:00:00.000,07:50:00,COMPLETED,,,N.Y. POLICE DEPT,0.0,126,40.662978162000066,-73.93451216499993,40.662978162000066,FELONY,INSIDE,-73.93451216499993,MISCELLANEOUS PENAL LAW,,PATROL BORO BKLYN SOUTH,198.0,CRIMINAL CONTEMPT 1,RESIDENCE - APT. HOUSE,2019-01-05T00:00:00.000,,25-44,BLACK,F,,45-64,BLACK,M,1002419.0,180821.0
5433,30,MANHATTAN,2018-01-05T00:00:00.000,17:35:00,650990367,2019-01-05T00:00:00.000,17:45:00,COMPLETED,,,N.Y. POLICE DEPT,0.0,578,40.83085813300004,-73.94529598399998,40.83085813300004,VIOLATION,INSIDE,-73.94529598399998,HARRASSMENT 2,,PATROL BORO MAN NORTH,638.0,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,2019-01-05T00:00:00.000,,UNKNOWN,BLACK,F,,25-44,BLACK HISPANIC,F,999389.0,241983.0
5434,25,MANHATTAN,2018-01-05T00:00:00.000,19:00:00,723876851,2019-01-05T00:00:00.000,19:55:00,COMPLETED,,,N.Y. POLICE DEPT,0.0,341,40.795581553000034,-73.93229781499997,40.795581553000034,MISDEMEANOR,INSIDE,-73.93229781499997,PETIT LARCENY,,PATROL BORO MAN NORTH,333.0,"LARCENY,PETIT FROM STORE-SHOPL",DEPARTMENT STORE,2019-01-05T00:00:00.000,,45-64,WHITE HISPANIC,F,,UNKNOWN,UNKNOWN,D,1002996.0,229133.0
5435,109,QUEENS,2018-01-05T00:00:00.000,22:40:00,215639030,2019-01-05T00:00:00.000,22:45:00,COMPLETED,,,N.Y. POLICE DEPT,0.0,121,40.75553969200007,-73.815489341,40.75553969200007,FELONY,INSIDE,-73.815489341,CRIMINAL MISCHIEF & RELATED OF,,PATROL BORO QUEENS NORTH,269.0,"MISCHIEF,CRIMINAL,    UNCL 2ND",HOSPITAL,2019-01-06T00:00:00.000,,25-44,UNKNOWN,M,,UNKNOWN,UNKNOWN,D,1035369.0,214591.0
5436,42,BRONX,2018-01-05T00:00:00.000,21:50:00,590005060,2019-01-05T00:00:00.000,23:51:00,COMPLETED,,,N.Y. POLICE DEPT,0.0,235,40.82849393200007,-73.90554670999995,40.82849393200007,MISDEMEANOR,INSIDE,-73.90554670999995,DANGEROUS DRUGS,,PATROL BORO BRONX,511.0,"CONTROLLED SUBSTANCE, POSSESSI",OTHER,2019-01-05T00:00:00.000,,,,,,UNKNOWN,UNKNOWN,E,1010390.0,241131.0
5437,122,STATEN ISLAND,2018-01-05T00:00:00.000,19:32:00,637021862,2019-01-08T00:00:00.000,11:00:00,COMPLETED,,,N.Y. POLICE DEPT,0.0,578,40.554598705000046,-74.15926855399994,40.554598705000046,VIOLATION,INSIDE,-74.15926855399994,HARRASSMENT 2,,PATROL BORO STATEN ISLAND,638.0,"HARASSMENT,SUBD 3,4,5",RESIDENCE-HOUSE,2019-01-08T00:00:00.000,,UNKNOWN,WHITE HISPANIC,F,,18-24,WHITE,F,939992.0,141369.0
5438,83,BROOKLYN,2018-01-05T00:00:00.000,15:50:00,697501515,2018-01-05T00:00:00.000,15:54:00,COMPLETED,,,N.Y. POLICE DEPT,0.0,344,40.70045340100006,-73.91482725899994,40.70045340100006,MISDEMEANOR,INSIDE,-73.91482725899994,ASSAULT 3 & RELATED OFFENSES,,PATROL BORO BKLYN NORTH,101.0,ASSAULT 3,RESIDENCE - APT. HOUSE,2019-01-05T00:00:00.000,,UNKNOWN,UNKNOWN,U,,25-44,BLACK,F,1007867.0,194479.0
5439,66,BROOKLYN,2018-01-05T00:00:00.000,11:30:00,763798621,2019-02-08T00:00:00.000,12:00:00,COMPLETED,,,N.Y. POLICE DEPT,0.0,341,,,,MISDEMEANOR,FRONT OF,,PETIT LARCENY,,PATROL BORO BKLYN SOUTH,349.0,"LARCENY,PETIT OF LICENSE PLATE",OTHER,2019-02-08T00:00:00.000,,,,,,25-44,WHITE,M,,
5440,42,BRONX,2018-01-05T00:00:00.000,11:00:00,808551547,2018-01-05T00:00:00.000,11:05:00,COMPLETED,,,N.Y. POLICE DEPT,0.0,341,,,,MISDEMEANOR,INSIDE,,PETIT LARCENY,,PATROL BORO BRONX,347.0,PETIT LARCENY-CHECK FROM MAILB,OTHER,2019-08-09T00:00:00.000,,,,,,45-64,BLACK,F,,
5441,49,BRONX,2018-01-05T00:00:00.000,12:00:00,439529174,,,COMPLETED,,,N.Y. POLICE DEPT,0.0,109,,,,FELONY,INSIDE,,GRAND LARCENY,,PATROL BORO BRONX,420.0,"LARCENY,GRAND BY OPEN/COMPROMISE CELL PHONE ACCT",RESIDENCE - APT. HOUSE,2019-09-12T00:00:00.000,,,,,,45-64,ASIAN / PACIFIC ISLANDER,M,,
5442,110,QUEENS,2018-01-05T00:00:00.000,20:37:00,201447557,2018-01-05T00:00:00.000,20:45:00,COMPLETED,,,N.Y. POLICE DEPT,0.0,578,40.741160572,-73.946011973,40.74116057200007,VIOLATION,INSIDE,-73.94601197299994,HARRASSMENT 2,,PATROL BORO QUEENS NORTH,638.0,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,2018-01-12T00:00:00.000,,25-44,WHITE HISPANIC,M,,25-44,WHITE HISPANIC,M,999211.0,209303.0
5443,78,BROOKLYN,2018-01-05T00:00:00.000,04:20:00,323808922,2018-01-05T00:00:00.000,04:30:00,COMPLETED,,,N.Y. POLICE DEPT,0.0,344,40.681270505,-73.984692747,40.681270505000036,MISDEMEANOR,INSIDE,-73.98469274699994,ASSAULT 3 & RELATED OFFENSES,,PATROL BORO BKLYN SOUTH,101.0,ASSAULT 3,HOTEL/MOTEL,2018-01-05T00:00:00.000,,25-44,WHITE HISPANIC,F,,18-24,BLACK,F,988496.0,187479.0
5444,23,MANHATTAN,2018-01-05T00:00:00.000,05:10:00,989706338,2018-01-05T00:00:00.000,05:14:00,COMPLETED,,,N.Y. POLICE DEPT,0.0,351,40.789295058,-73.94031405,40.78929505800004,MISDEMEANOR,FRONT OF,-73.94031404999998,CRIMINAL MISCHIEF & RELATED OF,,PATROL BORO MAN NORTH,258.0,"CRIMINAL MISCHIEF 4TH, GRAFFIT",FAST FOOD,2018-01-16T00:00:00.000,,UNKNOWN,UNKNOWN,M,,UNKNOWN,UNKNOWN,D,1000778.0,226841.0
5445,90,BROOKLYN,2018-01-05T00:00:00.000,02:40:00,954601720,,,COMPLETED,,,N.Y. POLICE DEPT,0.0,109,40.703794745,-73.932877928,40.70379474500004,FELONY,INSIDE,-73.93287792799998,GRAND LARCENY,,PATROL BORO BKLYN NORTH,438.0,"LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED",HOTEL/MOTEL,2018-01-15T00:00:00.000,,,,,,45-64,WHITE,M,1002861.0,195692.0
5446,46,BRONX,2018-01-05T00:00:00.000,14:55:00,662620510,2018-01-05T00:00:00.000,15:05:00,COMPLETED,,,N.Y. POLICE DEPT,0.0,106,40.857954245,-73.90720754600001,40.85795424500003,FELONY,FRONT OF,-73.90720754599994,FELONY ASSAULT,,PATROL BORO BRONX,109.0,"ASSAULT 2,1,UNCLASSIFIED",RESIDENCE - APT. HOUSE,2018-01-05T00:00:00.000,,25-44,BLACK,M,,65+,WHITE HISPANIC,M,1009919.0,251864.0
5447,14,MANHATTAN,2018-01-05T00:00:00.000,10:30:00,156761192,2018-01-05T00:00:00.000,10:35:00,COMPLETED,,,N.Y. POLICE DEPT,0.0,109,40.757034305,-73.986238271,40.75703430500005,FELONY,FRONT OF,-73.98623827099993,GRAND LARCENY,,PATROL BORO MAN SOUTH,415.0,"LARCENY,GRAND FROM PERSON,PICK",STREET,2018-01-05T00:00:00.000,,25-44,WHITE HISPANIC,M,,25-44,WHITE HISPANIC,M,988063.0,215082.0
5448,26,MANHATTAN,2018-01-05T00:00:00.000,23:10:00,557295437,2018-01-05T00:00:00.000,23:15:00,COMPLETED,GRANT,720,N.Y. HOUSING POLICE,2.0,578,40.812267657,-73.957084521,40.81226765700006,VIOLATION,INSIDE,-73.95708452099996,HARRASSMENT 2,,PATROL BORO MAN NORTH,637.0,"HARASSMENT,SUBD 1,CIVILIAN",RESIDENCE - PUBLIC HOUSING,2018-01-06T00:00:00.000,,25-44,BLACK,F,,25-44,BLACK,F,996130.0,235208.0
5449,50,BRONX,2018-01-05T00:00:00.000,11:54:00,254453755,,,COMPLETED,,,N.Y. POLICE DEPT,0.0,578,40.877626156999995,-73.911548329,40.87762615700007,VIOLATION,INSIDE,-73.91154832899997,HARRASSMENT 2,,PATROL BORO BRONX,638.0,"HARASSMENT,SUBD 3,4,5",PUBLIC SCHOOL,2018-01-05T00:00:00.000,,<18,BLACK,M,,45-64,WHITE HISPANIC,F,1008711.0,259030.0
5450,120,STATEN ISLAND,2018-01-05T00:00:00.000,20:00:00,273579887,2018-01-05T00:00:00.000,20:15:00,COMPLETED,,,N.Y. POLICE DEPT,0.0,121,40.615526415,-74.0860902,40.61552641500003,FELONY,INSIDE,-74.08609019999993,CRIMINAL MISCHIEF & RELATED OF,,PATROL BORO STATEN ISLAND,269.0,"MISCHIEF,CRIMINAL,    UNCL 2ND",RESIDENCE - APT. HOUSE,2018-01-05T00:00:00.000,,,,,,25-44,BLACK,F,960349.0,163538.0
5451,9,MANHATTAN,2018-01-05T00:00:00.000,15:25:00,832106665,2018-01-05T00:00:00.000,15:30:00,COMPLETED,,,N.Y. POLICE DEPT,0.0,341,40.734645797,-73.99033113,40.73464579700004,MISDEMEANOR,INSIDE,-73.99033112999997,PETIT LARCENY,,PATROL BORO MAN SOUTH,333.0,"LARCENY,PETIT FROM STORE-SHOPL",DEPARTMENT STORE,2018-01-05T00:00:00.000,,25-44,WHITE,F,,UNKNOWN,UNKNOWN,D,986930.0,206925.0
5452,72,BROOKLYN,2018-01-05T00:00:00.000,22:00:00,445192949,2018-01-06T00:00:00.000,03:20:00,COMPLETED,,,N.Y. POLICE DEPT,0.0,344,40.639565947,-74.017858834,40.639565947000044,MISDEMEANOR,INSIDE,-74.01785883399998,ASSAULT 3 & RELATED OFFENSES,,PATROL BORO BKLYN SOUTH,101.0,ASSAULT 3,RESIDENCE - APT. HOUSE,2018-01-06T00:00:00.000,,25-44,WHITE HISPANIC,M,,25-44,WHITE HISPANIC,F,979294.0,172285.0
5453,1,MANHATTAN,2018-01-05T00:00:00.000,13:40:00,409415745,2018-01-05T00:00:00.000,13:45:00,COMPLETED,,,N.Y. POLICE DEPT,0.0,341,40.715506889000004,-74.005199555,40.71550688900004,MISDEMEANOR,INSIDE,-74.00519955499993,PETIT LARCENY,,PATROL BORO MAN SOUTH,333.0,"LARCENY,PETIT FROM STORE-SHOPL",DEPARTMENT STORE,2018-01-05T00:00:00.000,,,,,,UNKNOWN,UNKNOWN,E,982809.0,199952.0
5454,41,BRONX,2018-01-05T00:00:00.000,04:00:00,149858812,2018-01-05T00:00:00.000,04:30:00,COMPLETED,,,N.Y. POLICE DEPT,0.0,578,40.813826698,-73.890640165,40.81382669800007,VIOLATION,INSIDE,-73.89064016499998,HARRASSMENT 2,,PATROL BORO BRONX,637.0,"HARASSMENT,SUBD 1,CIVILIAN",RESIDENCE - APT. HOUSE,2018-01-05T00:00:00.000,,UNKNOWN,UNKNOWN,M,,25-44,BLACK,M,1014522.0,235792.0
5455,70,BROOKLYN,2018-01-05T00:00:00.000,14:30:00,670844546,,,COMPLETED,,,N.Y. POLICE DEPT,0.0,351,40.636287594,-73.965383726,40.63628759400007,MISDEMEANOR,,-73.96538372599997,CRIMINAL MISCHIEF & RELATED OF,,PATROL BORO BKLYN SOUTH,258.0,"CRIMINAL MISCHIEF 4TH, GRAFFIT",STREET,2018-01-05T00:00:00.000,,UNKNOWN,UNKNOWN,U,,UNKNOWN,UNKNOWN,E,993858.0,171092.0
5456,32,MANHATTAN,2018-01-05T00:00:00.000,09:20:00,279342633,2018-01-05T00:00:00.000,09:30:00,COMPLETED,,,N.Y. TRANSIT POLICE,1.0,113,40.814113161,-73.940855365,40.81411316100008,FELONY,,-73.94085536499993,FORGERY,,PATROL BORO MAN NORTH,729.0,"FORGERY,ETC.,UNCLASSIFIED-FELO",TRANSIT - NYC SUBWAY,2018-01-05T00:00:00.000,135 STREET,,,,3.0,UNKNOWN,UNKNOWN,E,1000622.0,235883.0
5457,50,BRONX,2018-01-05T00:00:00.000,09:30:00,969633838,2018-01-05T00:00:00.000,09:30:00,COMPLETED,,,N.Y. POLICE DEPT,0.0,344,40.888826154,-73.910148232,40.88882615400007,MISDEMEANOR,INSIDE,-73.91014823199998,ASSAULT 3 & RELATED OFFENSES,,PATROL BORO BRONX,101.0,ASSAULT 3,RESIDENCE - APT. HOUSE,2018-01-05T00:00:00.000,,25-44,BLACK HISPANIC,M,,18-24,WHITE HISPANIC,F,1009094.0,263111.0
5458,50,BRONX,2018-01-05T00:00:00.000,13:00:00,162546850,2018-01-05T00:00:00.000,16:00:00,COMPLETED,,,N.Y. POLICE DEPT,0.0,578,40.878037673,-73.914950542,40.878037673000044,VIOLATION,INSIDE,-73.91495054199999,HARRASSMENT 2,,PATROL BORO BRONX,638.0,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,2018-02-27T00:00:00.000,,65+,WHITE,F,,65+,WHITE,M,1007770.0,259179.0
5459,50,BRONX,2018-01-05T00:00:00.000,20:00:00,842475478,2018-01-06T00:00:00.000,11:23:00,COMPLETED,,,N.Y. POLICE DEPT,0.0,109,40.870041281,-73.903112197,40.870041281000056,FELONY,,-73.90311219699998,GRAND LARCENY,,PATROL BORO BRONX,418.0,"LARCENY,GRAND BY ACQUIRING LOST CREDIT CARD",STREET,2018-01-09T00:00:00.000,,45-64,BLACK,F,,45-64,WHITE HISPANIC,M,1011047.0,256269.0
5460,40,BRONX,2018-01-05T00:00:00.000,17:35:00,768059210,,,COMPLETED,,,N.Y. POLICE DEPT,0.0,106,40.823642532,-73.917953946,40.82364253200007,FELONY,INSIDE,-73.91795394599995,FELONY ASSAULT,,PATROL BORO BRONX,109.0,"ASSAULT 2,1,UNCLASSIFIED",RESIDENCE - APT. HOUSE,2018-01-05T00:00:00.000,,18-24,WHITE,F,,45-64,WHITE HISPANIC,F,1006958.0,239360.0
5461,88,BROOKLYN,2018-01-05T00:00:00.000,21:00:00,256601881,2018-01-05T00:00:00.000,21:10:00,COMPLETED,,,N.Y. POLICE DEPT,0.0,341,40.682066079,-73.960095959,40.68206607900004,MISDEMEANOR,INSIDE,-73.96009595899994,PETIT LARCENY,,PATROL BORO BKLYN NORTH,313.0,"LARCENY,PETIT BY FALSE PROMISE",STREET,2018-01-06T00:00:00.000,,UNKNOWN,UNKNOWN,U,,25-44,WHITE,M,995318.0,187771.0
5462,115,QUEENS,2018-01-05T00:00:00.000,00:01:00,545117499,2018-01-05T00:00:00.000,00:02:00,COMPLETED,,,N.Y. POLICE DEPT,0.0,359,40.754508564,-73.878072139,40.75450856400005,MISDEMEANOR,INSIDE,-73.87807213899998,OFFENSES AGAINST PUBLIC ADMINI,,PATROL BORO QUEENS NORTH,748.0,"CONTEMPT,CRIMINAL",RESIDENCE - APT. HOUSE,2018-01-15T00:00:00.000,,25-44,WHITE HISPANIC,M,,25-44,WHITE HISPANIC,F,1018031.0,214185.0
5463,112,QUEENS,2018-01-05T00:00:00.000,10:55:00,391205744,2018-01-05T00:00:00.000,11:05:00,COMPLETED,,,N.Y. POLICE DEPT,0.0,578,40.731953532,-73.849092765,40.731953532000034,VIOLATION,FRONT OF,-73.84909276499997,HARRASSMENT 2,,PATROL BORO QUEENS NORTH,638.0,"HARASSMENT,SUBD 3,4,5",STREET,2018-01-05T00:00:00.000,,25-44,UNKNOWN,F,,45-64,WHITE,F,1026074.0,205980.0
5464,121,STATEN ISLAND,2018-01-05T00:00:00.000,01:35:00,388428455,,,COMPLETED,MARINER'S HARBOR,"1,287",N.Y. HOUSING POLICE,2.0,359,40.63193864,-74.163470231,40.63193864000005,MISDEMEANOR,INSIDE,-74.16347023099996,OFFENSES AGAINST PUBLIC ADMINI,,PATROL BORO STATEN ISLAND,759.0,"PUBLIC ADMINISTATION,UNCLASS M",RESIDENCE - PUBLIC HOUSING,2018-01-05T00:00:00.000,,25-44,BLACK,M,,UNKNOWN,UNKNOWN,E,938877.0,169548.0
5465,1,MANHATTAN,2018-01-05T00:00:00.000,19:10:00,957244913,2018-01-05T00:00:00.000,19:20:00,COMPLETED,,,N.Y. POLICE DEPT,0.0,341,40.710093846999996,-74.01060963,40.710093847000046,MISDEMEANOR,INSIDE,-74.01060962999998,PETIT LARCENY,,PATROL BORO MAN SOUTH,333.0,"LARCENY,PETIT FROM STORE-SHOPL",DEPARTMENT STORE,2018-01-05T00:00:00.000,,25-44,WHITE HISPANIC,F,,UNKNOWN,UNKNOWN,D,981309.0,197980.0
5466,40,BRONX,2018-01-05T00:00:00.000,09:00:00,309598039,2018-01-05T00:00:00.000,09:00:00,COMPLETED,,,N.Y. POLICE DEPT,0.0,109,40.816336593,-73.91866744100001,40.81633659300008,FELONY,INSIDE,-73.91866744099997,GRAND LARCENY,,PATROL BORO BRONX,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",MAILBOX OUTSIDE,2018-03-27T00:00:00.000,,UNKNOWN,UNKNOWN,U,,45-64,BLACK,M,1006763.0,236698.0
5467,49,BRONX,2018-01-05T00:00:00.000,17:05:00,572814486,2018-01-05T00:00:00.000,17:15:00,COMPLETED,,,N.Y. POLICE DEPT,0.0,344,40.857454424000004,-73.847542764,40.857454424000025,MISDEMEANOR,FRONT OF,-73.84754276399997,ASSAULT 3 & RELATED OFFENSES,,PATROL BORO BRONX,101.0,ASSAULT 3,STREET,2018-01-05T00:00:00.000,,25-44,BLACK,M,,18-24,BLACK,F,1026424.0,251705.0
5468,73,BROOKLYN,2018-01-05T00:00:00.000,09:13:00,831638370,2018-01-05T00:00:00.000,09:20:00,COMPLETED,,,N.Y. POLICE DEPT,0.0,341,40.670054072,-73.92117454,40.67005407200002,MISDEMEANOR,INSIDE,-73.92117453999998,PETIT LARCENY,,PATROL BORO BKLYN NORTH,338.0,"LARCENY,PETIT FROM BUILDING,UN",FOOD SUPERMARKET,2018-01-05T00:00:00.000,,45-64,BLACK,F,,UNKNOWN,UNKNOWN,D,1006117.0,183402.0
5469,79,BROOKLYN,2018-01-05T00:00:00.000,17:25:00,474953048,2018-01-05T00:00:00.000,17:35:00,COMPLETED,,,N.Y. TRANSIT POLICE,1.0,113,40.680398609,-73.949558393,40.68039860900007,FELONY,,-73.94955839299999,FORGERY,,PATROL BORO BKLYN NORTH,729.0,"FORGERY,ETC.,UNCLASSIFIED-FELO",TRANSIT - NYC SUBWAY,2018-01-05T00:00:00.000,NOSTRAND AVENUE,25-44,WHITE HISPANIC,M,30.0,UNKNOWN,UNKNOWN,E,998241.0,187165.0
